Timestamp,Hostname,CPU usage %,Used Memory,Total Memory,Memory usage %,Used Disk Space,Total Disk Space,Disk usage %,Uptime
2025-12-24 00:28:35,Sunils-MacBook-Air.local,95%,2.85 GB,8.00 GB,85.3%,120.21 GB,228.27 GB,58.9%,11 Days
